section_title,section_type,classification_label,code,descriptor,period,duration,variable1_label,variable1_code,variable1_descriptor,variable2_label,variable2_code,variable2_descriptor,value_type_description,value,value_label,decimals,confidentiality_indicator,confidentiality_label,final_indicator,final_label,last_updated_at_source
Languages spoken,,Ethnic group,37144,Tuvaluan,2013,Census,Languages spoken,8,Sinitic not further defined,,,,Percent,0.000000,percent,1,,,,,2024-07-15 11:09:27+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2018,Census,Languages spoken,8,Sinitic not further defined,,,,Percent,0.000000,percent,1,,,,,2024-07-15 11:09:27+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2023,Census,Languages spoken,8,Sinitic not further defined,,,,Percent,0.100000,percent,1,,,,,2024-07-15 11:09:27+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2013,Census,Languages spoken,9,Tagalog,,,,Percent,0.000000,percent,1,,,,,2024-07-15 11:09:27+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2018,Census,Languages spoken,9,Tagalog,,,,Percent,0.000000,percent,1,,,,,2024-07-15 11:09:27+00
Languages spoken,,Ethnic group,37144,Tuvaluan,2023,Census,Languages spoken,9,Tagalog,,,,Percent,0.000000,percent,1,,,,,2024-07-15 11:09:27+00
Number of languages spoken,,Ethnic group,37144,Tuvaluan,2023,Census,Number of languages spoken,0,None,,,,Count,402.000000,,0,,,,,2024-07-15 11:09:41+00
Number of languages spoken,,Ethnic group,37144,Tuvaluan,2023,Census,Number of languages spoken,1,One language,,,,Count,3099.000000,,0,,,,,2024-07-15 11:09:41+00
Number of languages spoken,,Ethnic group,37144,Tuvaluan,2023,Census,Number of languages spoken,2,Two languages,,,,Count,2520.000000,,0,,,,,2024-07-15 11:09:41+00
Number of languages spoken,,Ethnic group,37144,Tuvaluan,2023,Census,Number of languages spoken,3,Three languages,,,,Count,474.000000,,0,,,,,2024-07-15 11:09:41+00
Number of languages spoken,,Ethnic group,37144,Tuvaluan,2023,Census,Number of languages spoken,4,Four languages,,,,Count,69.000000,,0,,,,,2024-07-15 11:09:41+00
Number of languages spoken,,Ethnic group,37144,Tuvaluan,2023,Census,Number of languages spoken,5,Five languages,,,,Count,18.000000,,0,,,,,2024-07-15 11:09:41+00
Number of languages spoken,,Ethnic group,37144,Tuvaluan,2023,Census,Number of languages spoken,6,Six languages,,,,Count,9.000000,,0,,,,,2024-07-15 11:09:41+00
Number of languages spoken,,Ethnic group,37144,Tuvaluan,2023,Census,Number of languages spoken,0,None,,,,Percent,6.100000,percent,1,,,,,2024-07-15 11:09:56+00
Number of languages spoken,,Ethnic group,37144,Tuvaluan,2023,Census,Number of languages spoken,1,One language,,,,Percent,47.100000,percent,1,,,,,2024-07-15 11:09:56+00
Number of languages spoken,,Ethnic group,37144,Tuvaluan,2023,Census,Number of languages spoken,2,Two languages,,,,Percent,38.300000,percent,1,,,,,2024-07-15 11:09:56+00
Number of languages spoken,,Ethnic group,37144,Tuvaluan,2023,Census,Number of languages spoken,3,Three languages,,,,Percent,7.200000,percent,1,,,,,2024-07-15 11:09:56+00
Number of languages spoken,,Ethnic group,37144,Tuvaluan,2023,Census,Number of languages spoken,4,Four languages,,,,Percent,1.000000,percent,1,,,,,2024-07-15 11:09:56+00
Number of languages spoken,,Ethnic group,37144,Tuvaluan,2023,Census,Number of languages spoken,5,Five languages,,,,Percent,0.300000,percent,1,,,,,2024-07-15 11:09:56+00
Number of languages spoken,,Ethnic group,37144,Tuvaluan,2023,Census,Number of languages spoken,6,Six languages,,,,Percent,0.100000,percent,1,,,,,2024-07-15 11:09:56+00
Rainbow / LGBTIQ+ indicator (level 1),,Ethnic group,37144,Tuvaluan,2023,Census,Rainbow LGBTIQ+ indicator (level 1),1,LGBTIQ+,,,,Count,132.000000,,0,,,,,2024-09-02 11:08:43+00
Rainbow / LGBTIQ+ indicator (level 1),,Ethnic group,37144,Tuvaluan,2023,Census,Rainbow LGBTIQ+ indicator (level 1),2,Not LGBTIQ+,,,,Count,3366.000000,,0,,,,,2024-09-02 11:08:43+00
Rainbow / LGBTIQ+ indicator (level 1),,Ethnic group,37144,Tuvaluan,2023,Census,Rainbow LGBTIQ+ indicator (level 1),1,LGBTIQ+,,,,Percent,3.800000,percent,1,,,,,2024-09-02 11:09:30+00
Rainbow / LGBTIQ+ indicator (level 1),,Ethnic group,37144,Tuvaluan,2023,Census,Rainbow LGBTIQ+ indicator (level 1),2,Not LGBTIQ+,,,,Percent,96.300000,percent,1,,,,,2024-09-02 11:09:30+00
Rainbow / LGBTIQ+ indicator (level 2),,Ethnic group,37144,Tuvaluan,2023,Census,Rainbow LGBTIQ+ indicator,11,Another Gender,,,,Count,9.000000,,0,,,,,2024-09-02 11:08:02+00
Rainbow / LGBTIQ+ indicator (level 2),,Ethnic group,37144,Tuvaluan,2023,Census,Rainbow LGBTIQ+ indicator,12,Transgender,,,,Count,30.000000,,0,,,,,2024-09-02 11:08:02+00
Rainbow / LGBTIQ+ indicator (level 2),,Ethnic group,37144,Tuvaluan,2023,Census,Rainbow LGBTIQ+ indicator,13,"Homosexual, bisexual, or sexual identity not elsewhere classified",,,,Count,63.000000,,0,,,,,2024-09-02 11:08:02+00
Rainbow / LGBTIQ+ indicator (level 2),,Ethnic group,37144,Tuvaluan,2023,Census,Rainbow LGBTIQ+ indicator,14,Persons who know they were born with a variation of sex characteristics,,,,Count,,,0,S,S,,,2024-09-02 11:08:02+00
Rainbow / LGBTIQ+ indicator (level 2),,Ethnic group,37144,Tuvaluan,2023,Census,Rainbow LGBTIQ+ indicator,11,Another Gender,,,,Percent,0.300000,percent,1,,,,,2024-09-02 11:08:21+00
Rainbow / LGBTIQ+ indicator (level 2),,Ethnic group,37144,Tuvaluan,2023,Census,Rainbow LGBTIQ+ indicator,12,Transgender,,,,Percent,0.900000,percent,1,,,,,2024-09-02 11:08:21+00
Rainbow / LGBTIQ+ indicator (level 2),,Ethnic group,37144,Tuvaluan,2023,Census,Rainbow LGBTIQ+ indicator,13,"Homosexual, bisexual, or sexual identity not elsewhere classified",,,,Percent,1.800000,percent,1,,,,,2024-09-02 11:08:21+00
Rainbow / LGBTIQ+ indicator (level 2),,Ethnic group,37144,Tuvaluan,2023,Census,Rainbow LGBTIQ+ indicator,14,Persons who know they were born with a variation of sex characteristics,,,,Percent,,percent,1,S,S,,,2024-09-02 11:08:21+00
Religious affiliation,,Ethnic group,37144,Tuvaluan,2023,Census,Religious affiliation,0,No religion,,,,Count,798.000000,,0,,,,,2024-09-02 11:03:09+00
Religious affiliation,,Ethnic group,37144,Tuvaluan,2023,Census,Religious affiliation,1,Buddhism,,,,Count,3.000000,,0,,,,,2024-09-02 11:03:09+00
Religious affiliation,,Ethnic group,37144,Tuvaluan,2023,Census,Religious affiliation,2,Christian,,,,Count,5064.000000,,0,,,,,2024-09-02 11:03:09+00
Religious affiliation,,Ethnic group,37144,Tuvaluan,2023,Census,Religious affiliation,3,Hinduism,,,,Count,3.000000,,0,,,,,2024-09-02 11:03:09+00
Religious affiliation,,Ethnic group,37144,Tuvaluan,2023,Census,Religious affiliation,4,Islam,,,,Count,18.000000,,0,,,,,2024-09-02 11:03:09+00
Religious affiliation,,Ethnic group,37144,Tuvaluan,2023,Census,Religious affiliation,5,Judaism,,,,Count,3.000000,,0,,,,,2024-09-02 11:03:09+00
Religious affiliation,,Ethnic group,37144,Tuvaluan,2023,Census,Religious affiliation,6,"Māori religions, beliefs and philosophies",,,,Count,21.000000,,0,,,,,2024-09-02 11:03:09+00
Religious affiliation,,Ethnic group,37144,Tuvaluan,2023,Census,Religious affiliation,7,Spiritualism and New Age religions,,,,Count,3.000000,,0,,,,,2024-09-02 11:03:09+00
Religious affiliation,,Ethnic group,37144,Tuvaluan,2023,Census,Religious affiliation,8,"Other religions, beliefs and philosophies",,,,Count,117.000000,,0,,,,,2024-09-02 11:03:09+00
Religious affiliation,,Ethnic group,37144,Tuvaluan,2023,Census,Religious affiliation,80,Object to answering,,,,Count,570.000000,,0,,,,,2024-09-02 11:03:09+00
Religious affiliation,,Ethnic group,37144,Tuvaluan,2023,Census,Religious affiliation,0,No religion,,,,Percent,12.100000,percent,1,,,,,2024-09-02 11:07:43+00
Religious affiliation,,Ethnic group,37144,Tuvaluan,2023,Census,Religious affiliation,1,Buddhism,,,,Percent,0.000000,percent,1,,,,,2024-09-02 11:07:43+00
Religious affiliation,,Ethnic group,37144,Tuvaluan,2023,Census,Religious affiliation,2,Christian,,,,Percent,76.900000,percent,1,,,,,2024-09-02 11:07:43+00
Religious affiliation,,Ethnic group,37144,Tuvaluan,2023,Census,Religious affiliation,3,Hinduism,,,,Percent,0.000000,percent,1,,,,,2024-09-02 11:07:43+00
Religious affiliation,,Ethnic group,37144,Tuvaluan,2023,Census,Religious affiliation,4,Islam,,,,Percent,0.300000,percent,1,,,,,2024-09-02 11:07:43+00
Religious affiliation,,Ethnic group,37144,Tuvaluan,2023,Census,Religious affiliation,5,Judaism,,,,Percent,0.000000,percent,1,,,,,2024-09-02 11:07:43+00
Religious affiliation,,Ethnic group,37144,Tuvaluan,2023,Census,Religious affiliation,6,"Māori religions, beliefs and philosophies",,,,Percent,0.300000,percent,1,,,,,2024-09-02 11:07:43+00
Religious affiliation,,Ethnic group,37144,Tuvaluan,2023,Census,Religious affiliation,7,Spiritualism and New Age religions,,,,Percent,0.000000,percent,1,,,,,2024-09-02 11:07:43+00
Religious affiliation,,Ethnic group,37144,Tuvaluan,2023,Census,Religious affiliation,8,"Other religions, beliefs and philosophies",,,,Percent,1.800000,percent,1,,,,,2024-09-02 11:07:43+00
Religious affiliation,,Ethnic group,37144,Tuvaluan,2023,Census,Religious affiliation,80,Object to answering,,,,Percent,8.700000,percent,1,,,,,2024-09-02 11:07:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2009,Year ended March,,,,,,,Percent,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2010,Year ended March,,,,,,,Percent,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2011,Year ended March,,,,,,,Percent,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2012,Year ended March,,,,,,,Percent,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2013,Year ended March,,,,,,,Percent,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2014,Year ended March,,,,,,,Percent,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2015,Year ended March,,,,,,,Percent,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2016,Year ended March,,,,,,,Percent,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2017,Year ended March,,,,,,,Percent,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2018,Year ended March,,,,,,,Percent,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2019,Year ended March,,,,,,,Percent,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2020,Year ended March,,,,,,,Percent,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2021,Year ended March,,,,,,,Percent,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2022,Year ended March,,,,,,,Percent,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2023,Year ended March,,,,,,,Percent,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2024,Year ended March,,,,,,,Percent,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2025,Year ended March,,,,,,,Percent,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2026,Year ended March,,,,,,,Percent,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2009,Year ended March,,,,,,,Upper bound,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2010,Year ended March,,,,,,,Upper bound,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2011,Year ended March,,,,,,,Upper bound,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2012,Year ended March,,,,,,,Upper bound,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2013,Year ended March,,,,,,,Upper bound,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2014,Year ended March,,,,,,,Upper bound,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2015,Year ended March,,,,,,,Upper bound,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2016,Year ended March,,,,,,,Upper bound,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2017,Year ended March,,,,,,,Upper bound,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2018,Year ended March,,,,,,,Upper bound,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2019,Year ended March,,,,,,,Upper bound,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2020,Year ended March,,,,,,,Upper bound,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2021,Year ended March,,,,,,,Upper bound,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2022,Year ended March,,,,,,,Upper bound,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2023,Year ended March,,,,,,,Upper bound,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2024,Year ended March,,,,,,,Upper bound,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2025,Year ended March,,,,,,,Upper bound,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2026,Year ended March,,,,,,,Upper bound,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2009,Year ended March,,,,,,,Lower bound,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2010,Year ended March,,,,,,,Lower bound,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2011,Year ended March,,,,,,,Lower bound,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2012,Year ended March,,,,,,,Lower bound,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2013,Year ended March,,,,,,,Lower bound,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2014,Year ended March,,,,,,,Lower bound,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2015,Year ended March,,,,,,,Lower bound,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2016,Year ended March,,,,,,,Lower bound,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2017,Year ended March,,,,,,,Lower bound,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2018,Year ended March,,,,,,,Lower bound,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2019,Year ended March,,,,,,,Lower bound,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2020,Year ended March,,,,,,,Lower bound,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2021,Year ended March,,,,,,,Lower bound,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2022,Year ended March,,,,,,,Lower bound,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2023,Year ended March,,,,,,,Lower bound,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2024,Year ended March,,,,,,,Lower bound,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2025,Year ended March,,,,,,,Lower bound,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Unemployment rate,,Ethnic group,37144,Tuvaluan,2026,Year ended March,,,,,,,Lower bound,,percent,1,C,confidential,,,2026-06-02 08:25:43+00
Underutilisation rate,,Ethnic group,37144,Tuvaluan,2009,Year ended March,,,,,,,Percent,,percent,1,C,confidential,,,2026-06-02 08:25:44+00
Underutilisation rate,,Ethnic group,37144,Tuvaluan,2010,Year ended March,,,,,,,Percent,,percent,1,C,confidential,,,2026-06-02 08:25:44+00
Underutilisation rate,,Ethnic group,37144,Tuvaluan,2011,Year ended March,,,,,,,Percent,,percent,1,C,confidential,,,2026-06-02 08:25:44+00
Underutilisation rate,,Ethnic group,37144,Tuvaluan,2012,Year ended March,,,,,,,Percent,,percent,1,C,confidential,,,2026-06-02 08:25:44+00
Underutilisation rate,,Ethnic group,37144,Tuvaluan,2013,Year ended March,,,,,,,Percent,,percent,1,C,confidential,,,2026-06-02 08:25:44+00
Underutilisation rate,,Ethnic group,37144,Tuvaluan,2014,Year ended March,,,,,,,Percent,,percent,1,C,confidential,,,2026-06-02 08:25:44+00
Underutilisation rate,,Ethnic group,37144,Tuvaluan,2015,Year ended March,,,,,,,Percent,,percent,1,C,confidential,,,2026-06-02 08:25:44+00
Underutilisation rate,,Ethnic group,37144,Tuvaluan,2016,Year ended March,,,,,,,Percent,,percent,1,C,confidential,,,2026-06-02 08:25:44+00
Underutilisation rate,,Ethnic group,37144,Tuvaluan,2017,Year ended March,,,,,,,Percent,,percent,1,C,confidential,,,2026-06-02 08:25:44+00
Underutilisation rate,,Ethnic group,37144,Tuvaluan,2018,Year ended March,,,,,,,Percent,,percent,1,C,confidential,,,2026-06-02 08:25:44+00
Underutilisation rate,,Ethnic group,37144,Tuvaluan,2019,Year ended March,,,,,,,Percent,,percent,1,C,confidential,,,2026-06-02 08:25:44+00
Underutilisation rate,,Ethnic group,37144,Tuvaluan,2020,Year ended March,,,,,,,Percent,,percent,1,C,confidential,,,2026-06-02 08:25:44+00
Underutilisation rate,,Ethnic group,37144,Tuvaluan,2021,Year ended March,,,,,,,Percent,,percent,1,C,confidential,,,2026-06-02 08:25:44+00
Underutilisation rate,,Ethnic group,37144,Tuvaluan,2022,Year ended March,,,,,,,Percent,,percent,1,C,confidential,,,2026-06-02 08:25:44+00
Underutilisation rate,,Ethnic group,37144,Tuvaluan,2023,Year ended March,,,,,,,Percent,,percent,1,C,confidential,,,2026-06-02 08:25:44+00
Underutilisation rate,,Ethnic group,37144,Tuvaluan,2024,Year ended March,,,,,,,Percent,,percent,1,C,confidential,,,2026-06-02 08:25:44+00
Underutilisation rate,,Ethnic group,37144,Tuvaluan,2025,Year ended March,,,,,,,Percent,,percent,1,C,confidential,,,2026-06-02 08:25:44+00
Underutilisation rate,,Ethnic group,37144,Tuvaluan,2026,Year ended March,,,,,,,Percent,,percent,1,C,confidential,,,2026-06-02 08:25:44+00
Underutilisation rate,,Ethnic group,37144,Tuvaluan,2009,Year ended March,,,,,,,Upper bound,,percent,1,C,confidential,,,2026-06-02 08:25:44+00
Underutilisation rate,,Ethnic group,37144,Tuvaluan,2010,Year ended March,,,,,,,Upper bound,,percent,1,C,confidential,,,2026-06-02 08:25:44+00
Underutilisation rate,,Ethnic group,37144,Tuvaluan,2011,Year ended March,,,,,,,Upper bound,,percent,1,C,confidential,,,2026-06-02 08:25:44+00
Underutilisation rate,,Ethnic group,37144,Tuvaluan,2012,Year ended March,,,,,,,Upper bound,,percent,1,C,confidential,,,2026-06-02 08:25:44+00
Underutilisation rate,,Ethnic group,37144,Tuvaluan,2013,Year ended March,,,,,,,Upper bound,,percent,1,C,confidential,,,2026-06-02 08:25:44+00
Underutilisation rate,,Ethnic group,37144,Tuvaluan,2014,Year ended March,,,,,,,Upper bound,,percent,1,C,confidential,,,2026-06-02 08:25:44+00
Underutilisation rate,,Ethnic group,37144,Tuvaluan,2015,Year ended March,,,,,,,Upper bound,,percent,1,C,confidential,,,2026-06-02 08:25:44+00
Underutilisation rate,,Ethnic group,37144,Tuvaluan,2016,Year ended March,,,,,,,Upper bound,,percent,1,C,confidential,,,2026-06-02 08:25:44+00
Underutilisation rate,,Ethnic group,37144,Tuvaluan,2017,Year ended March,,,,,,,Upper bound,,percent,1,C,confidential,,,2026-06-02 08:25:44+00
Underutilisation rate,,Ethnic group,37144,Tuvaluan,2018,Year ended March,,,,,,,Upper bound,,percent,1,C,confidential,,,2026-06-02 08:25:44+00
Underutilisation rate,,Ethnic group,37144,Tuvaluan,2019,Year ended March,,,,,,,Upper bound,,percent,1,C,confidential,,,2026-06-02 08:25:44+00
Underutilisation rate,,Ethnic group,37144,Tuvaluan,2020,Year ended March,,,,,,,Upper bound,,percent,1,C,confidential,,,2026-06-02 08:25:44+00
Underutilisation rate,,Ethnic group,37144,Tuvaluan,2021,Year ended March,,,,,,,Upper bound,,percent,1,C,confidential,,,2026-06-02 08:25:44+00
